ts,cmd_id,utterance,action,targets,params,confidence,band,reason,parse_ms,dispatched,operator_confirmed
1786313065.7641566,bb483184,"drone one, take off",TAKEOFF,Horus,{},0.621,CONFIRM,low confidence - confirm parse,61.2,False,,,typed
1786313066.2393289,bb483184,(confirmed),TAKEOFF,Horus,{},,EXECUTE,,,True,yes,,
1786313067.0941732,5bff3c26,"drone 1, land",LAND,Horus|Ra|Thoth,{},0.535,REFUSE,confidence too low,201.6,False,,,typed
1786313067.7140527,90785a87,"the second drone, take off",TAKEOFF,,{},0.544,REFUSE,no addressee resolved - say a name or 'everyone',139.7,False,,,typed
1786313068.2472663,1d590e0a,"drone two, hold position for 3 seconds",HOVER,,{'duration': 2},0.523,REFUSE,no addressee resolved - say a name or 'everyone',47.4,False,,,typed
1786313068.8114944,56f4ca98,"number two, land",LAND,Ra|Thoth,{},0.522,REFUSE,confidence too low,50.6,False,,,typed
1786313069.3732004,dc6e8b82,"drone three, take off",TAKEOFF,Thoth,{},0.742,CONFIRM,low confidence - confirm parse,48.9,False,,,typed
1786313070.0217566,dc6e8b82,(confirmed),TAKEOFF,Thoth,{},,EXECUTE,,,True,yes,,
1786313071.078246,63f73672,"drone three, land",LAND,Thoth,{},0.524,REFUSE,confidence too low,202.7,False,,,typed
1786313071.7444198,a9bdf723,khalas,LAND,Horus|Ra|Thoth,{},1.0,EMERGENCY,emergency override -> fleet-wide,0,True,,,
1786313072.4854734,4a78228b,land,LAND,Horus|Ra|Thoth,{},1.0,EMERGENCY,emergency override -> fleet-wide,0,True,,,
1786313372.413165,cee0811c,"Horus, take off",TAKEOFF,Horus,{},0.929,EXECUTE,,200.4,True,,,typed
1786313392.852714,0f5c2f66,"Horus, take off",TAKEOFF,Horus,{},0.929,EXECUTE,,149.5,True,,,typed
1786313401.699237,07b426bb,"Horus, land",LAND,Horus,{},0.834,CONFIRM,low confidence - confirm parse,116.5,False,,,typed
1786313408.8215902,07b426bb,(confirmed),LAND,Horus,{},,EXECUTE,,,True,yes,,
1786313422.0558956,cfae0770,"Everyone, take off",TAKEOFF,Horus|Ra|Thoth,{},0.968,EXECUTE,,193.3,True,,,typed
1786313436.7551908,02a7e042,"Everyone, land",LAND,Horus|Ra|Thoth,{},0.985,EXECUTE,,125.2,True,,,typed
1786313485.8077452,55237106,"Ra, hover for five seconds",REFUSE,Ra,{},0.628,REFUSE,non-command or unsafe utterance,156.5,False,,,typed
1786313504.77721,87289583,"Thoth, move forward fifty",MOVE,Thoth,"{'dir': 'forward', 'dist': 50}",0.818,CONFIRM,low confidence - confirm parse,128.6,False,,,typed
1786313507.19405,87289583,(confirmed),MOVE,Thoth,"{'dir': 'forward', 'dist': 50}",,EXECUTE,,,True,yes,,
1786313741.8212066,fcb27edc,hello,LAND,,{},0.326,REFUSE,no addressee resolved - say a name or 'everyone',182.6,False,,,voice
1786313752.4766703,3b36665a,everyone take off,TAKEOFF,Horus|Ra|Thoth,{},0.694,CONFIRM,low confidence - confirm parse,235.0,False,,,voice
1786313754.3873768,3b36665a,(confirmed),TAKEOFF,Horus|Ra|Thoth,{},,EXECUTE,,,True,yes,,
1786313771.581583,c144cd63,everyone land,LAND,Horus|Ra|Thoth,{},0.95,EXECUTE,,251.7,True,,,voice
1786313929.285199,4493f38b,take off,TAKEOFF,,{},0.955,REFUSE,no addressee resolved - say a name or 'everyone',205.4,False,,,voice
1786313939.28849,b994b578,no take off,TAKEOFF,,{},0.82,REFUSE,no addressee resolved - say a name or 'everyone',245.0,False,,,voice
1786313947.6828194,6b45b362,Rock take off,TAKEOFF,,{},0.955,REFUSE,no addressee resolved - say a name or 'everyone',185.0,False,,,voice
1786313952.521235,738997dd,prop take off,TAKEOFF,,{},0.952,REFUSE,no addressee resolved - say a name or 'everyone',210.7,False,,,voice
1786314024.384809,f51cee4b,raw take off,TAKEOFF,Ra,{},0.764,CONFIRM,low confidence - confirm parse,186.6,False,,,voice
1786314027.4772458,f51cee4b,(confirmed),TAKEOFF,Ra,{},,EXECUTE,,,True,yes,,
1786314036.5381708,a04fca54,Roland,TAKEOFF,,{},0.524,REFUSE,no addressee resolved - say a name or 'everyone',193.7,False,,,voice
1786314041.2640638,6bdea2e4,raw land,LAND,Ra|Thoth,{},0.515,REFUSE,confidence too low,225.8,False,,,voice
1786314048.6221855,6d521950,raw land,LAND,Ra|Thoth,{},0.515,REFUSE,confidence too low,109.0,False,,,voice
1786314056.0546744,84d61f08,raw land,LAND,Ra|Thoth,{},0.515,REFUSE,confidence too low,195.5,False,,,voice
1786314063.2008107,dbd99da0,"Ra, land",LAND,Ra,{},0.757,CONFIRM,low confidence - confirm parse,106.0,False,,,typed
1786314067.1399624,dbd99da0,(confirmed),LAND,Ra,{},,EXECUTE,,,True,yes,,
1786314293.0097861,c11e79f3,raw take off,TAKEOFF,Ra,{},0.764,CONFIRM,low confidence - confirm parse,200.2,False,,,typed
1786314294.2414677,c11e79f3,(confirmed),TAKEOFF,Ra,{},,EXECUTE,,,True,yes,,
1786314354.8742805,2555c657,"Raw, take off",TAKEOFF,Ra,{},0.861,EXECUTE,,154.9,True,,,typed
1786314367.711207,58a39bff,"raa, land",LAND,Ra,{},0.917,EXECUTE,,105.0,True,,,typed
1786314527.5047011,3b5bd5ae,Ra takeover,REFUSE,Ra,{},0.75,REFUSE,non-command or unsafe utterance,811.9,False,,,voice
1786314542.5588825,5314ade8,take off,TAKEOFF,,{},0.955,REFUSE,no addressee resolved - say a name or 'everyone',208.1,False,,,voice
1786314561.8058445,a0adf234,no take off,TAKEOFF,,{},0.82,REFUSE,no addressee resolved - say a name or 'everyone',252.6,False,,,voice
1786314571.8590786,99617994,take off,TAKEOFF,,{},0.955,REFUSE,no addressee resolved - say a name or 'everyone',221.6,False,,,voice
